"TrapID","TrapType","EntryID","Status","InitialBait","Rebaited","BaitType","BaitDetails","Strikes","SpeciesCaught","PB","Mayo"
8712345,"D-Rat",16187575,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13407456,"DOC 200",16187669,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Peanut butter, Fresh meat",NA,0,"None",TRUE,FALSE
7443146,"DOC 200",16188072,"Sprung","Peanut butter","Yes","Peanut butter, Fresh Rabbit",NA,1,"Weasel",TRUE,FALSE
7532216,"D-Rat",16188669,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7532990,"D-Rat",16188676,"Still set, bait OK","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15453959,"DOC 200",16188713,"Initial set","Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
8711457,"D-Rat",16188725,"Still set, bait OK","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13242063,"D-Rat",16188763,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13243331,"DOC 200",16188759,"Still set, bait bad","Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
7531619,"DOC 200",16188912,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Peanut butter, Fresh meat",NA,0,"None",TRUE,FALSE
8711387,"D-Rat",16189094,"Still set, bait OK","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
16118451,"DOC 250",16189097,"Still set, bait bad",NA,"Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
13242898,"DOC 200",16189313,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Peanut butter, Fresh meat",NA,0,"None",TRUE,FALSE
8711268,"D-Rat",16189329,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7442648,"DOC 200",16189352,"Still set, bait bad","Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
13241938,"D-Rat",16189356,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7532966,"D-Rat",16189470,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15456938,"DOC 200",16189502,"Still set, bait bad","Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
7442767,"DOC 200",16189512,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7532915,"D-Rat",16189516,"Still set, bait OK","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13243130,"DOC 200",16189569,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Peanut butter, Fresh meat",NA,0,"None",TRUE,FALSE
7532210,"D-Rat",16189573,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
10446448,"D-Rat",16189583,"Sprung","None","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7532819,"D-Rat",16189622,"Still set, bait OK","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
10547967,"D-Rat",16189797,"Still set, bait bad","None","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
10447076,"Trapinator",16189802,"Still set, bait bad","None","Yes","Peanut butter, Possum Dough",NA,0,"None",TRUE,FALSE
7442911,"DOC 200",16189832,"Sprung","Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,1,"Hedgehog",TRUE,FALSE
7292881,"DOC 200",16189886,"Still set, bait OK","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
7532757,"D-Rat",16189903,"Still set, bait OK","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7443474,"DOC 200",16189967,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
13299741,"DOC 200",16189982,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
10547152,"D-Rat",16190030,"Still set, bait bad","None","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
10547651,"D-Rat",16190032,"Still set, bait bad","None","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15921685,"DOC 200",16190049,"Still set, bait bad","Possum Dough","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
14569695,"DOC 200",16190053,"Still set, bait bad","Fresh Rabbit","Yes","Peanut butter, Fresh meat",NA,0,"None",TRUE,FALSE
10547406,"D-Rat",16190067,"Still set, bait bad","None","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
10545353,"Trapinator",16190090,"Still set, bait bad","None","Yes","Peanut butter, Possum Dough",NA,0,"None",TRUE,FALSE
7532675,"D-Rat",16190109,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7532452,"D-Rat",16190166,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15453128,"DOC 200",16190171,"Still set, bait bad","Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
13308177,"DOC 200",16190207,"Still set, bait bad","Fresh Rabbit","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7532455,"D-Rat",16190317,"Still set, bait OK","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
10544084,"D-Rat",16190323,"Sprung","None","Yes","Peanut butter",NA,1,"Rat",TRUE,FALSE
10448115,"Trapinator",16190332,"Still set, bait bad","None","Yes","Peanut butter, Possum Dough",NA,0,"None",TRUE,FALSE
7443254,"DOC 200",16190444,"Still set, bait OK","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
13409550,"D-Rat",16190458,"Sprung","Peanut butter","Yes","Peanut butter",NA,1,"Rat",TRUE,FALSE
7443171,"DOC 200",16190547,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
10543211,"D-Rat",16190582,"Sprung","None","Yes","Peanut butter",NA,1,"Rat",TRUE,FALSE
13569621,"DOC 250",16190577,"Still set, bait bad","Fresh Rabbit","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8711883,"D-Rat",16190614,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15773596,"D-Rat",16190617,"Sprung","Peanut butter","Yes","Peanut butter",NA,1,"Mouse",TRUE,FALSE
15453241,"D-Rat",16190720,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13307503,"D-Rat",16190738,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7731139,"DOC 200",16190758,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
8709178,"D-Rat",16190785,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8711635,"D-Rat",16190825,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13306165,"DOC 250",16190826,"Still set, bait bad","Fresh Rabbit","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7443598,"DOC 200",16190853,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
13407673,"DOC 200",16191144,"Sprung","Peanut butter, Fresh Rabbit","Yes","Peanut butter",NA,1,"Weasel",TRUE,FALSE
8709046,"D-Rat",16191166,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7914271,"DOC 250",16191168,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
13672161,"D-Rat",16191187,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7443753,"DOC 200",16191209,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
16118106,"DOC 200",16191249,"Still set, bait bad",NA,"Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
15453403,"DOC 200",16191287,"Still set, bait bad","Fresh meat","Yes","Fresh Rabbit, Peanut butter","Blaze lure added",0,"None",TRUE,FALSE
15743561,"D-Rat",16191362,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7444188,"DOC 200",16191406,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
15743854,"DOC 250",16191494,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
15453549,"D-Rat",16191666,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8711024,"D-Rat",16191721,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15745638,"DOC 200",16191889,"Sprung","None","Yes","Peanut butter, Fresh Rabbit",NA,1,"Rat",TRUE,FALSE
7444094,"DOC 200",16191938,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
15929708,"D-Rat",16191962,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8398104,"DOC 200",16192018,"Still set, bait bad","Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
7445462,"DOC 200",16192032,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
8863885,"D-Rat",16192118,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15453619,"DOC 200",16192160,"Still set, bait bad","Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
8398174,"DOC 200",16192176,"Still set, bait bad","None","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
15453875,"D-Rat",16192220,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7504719,"DOC 200",16192231,"Still set, bait bad","Possum Dough","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
7532434,"DOC 200",16192248,"Still set, bait bad","Fresh Rabbit","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8863973,"D-Rat",16192346,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8864011,"D-Rat",16192476,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7249374,"DOC 200",16192512,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7443228,"DOC 200",16192524,"Still set, bait bad","Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
7532755,"D-Rat",16192518,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13410352,"D-Rat",16192632,"Still set, bait bad","None","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
10653068,"DOC 200",16192640,"Still set, bait bad","Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
10205653,"DOC 200",16192856,"Still set, bait bad","Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
15453879,"DOC 200",16192970,"Still set, bait bad","Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
10205711,"DOC 200",16192979,"Sprung","Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
15455045,"D-Rat",16193272,"Sprung","Peanut butter","Yes","Peanut butter",NA,1,"Mouse",TRUE,FALSE
7979966,"DOC 200",16273422,"Still set, bait bad","None","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
15223719,"DOC 250",16273804,"Sprung","None","Yes","Peanut butter, Fresh meat",NA,0,"None",TRUE,FALSE
15302913,"DOC 250",16274152,"Still set, bait OK","Fresh Rabbit, Peanut butter","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
7222735,"DOC 200",16274165,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
15163205,"DOC 200",16274166,"Still set, bait bad","Peanut butter","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
15221509,"DOC 200",16274176,"Still set, bait bad","None","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
15221609,"DOC 200",16274262,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
14327290,"DOC 200",16274356,"Still set, bait bad","None","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
15222712,"DOC 200",16275340,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
7271427,"DOC 200",16275763,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
15223013,"DOC 200",16276179,"Still set, bait bad","Peanut butter, PoaUku","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
15223618,"DOC 200",16276180,"Still set, bait bad","PoaUku, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
15223619,"DOC 200",16276188,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
8711457,"D-Rat",16276171,"Sprung","Peanut butter","Yes","Peanut butter",NA,1,"Rat",TRUE,FALSE
15223621,"DOC 200",16276190,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
15223628,"DOC 200",16276709,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
7532915,"D-Rat",16276904,"Still set, bait OK","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7532966,"D-Rat",16276906,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8711268,"D-Rat",16276909,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8711387,"D-Rat",16276910,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15224376,"DOC 200",16277212,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
7532819,"D-Rat",16277272,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7532757,"D-Rat",16277439,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8722373,"D-Rat",16279353,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7532455,"D-Rat",16277706,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15224442,"DOC 200",16277886,"Sprung","Fresh Rabbit, Peanut butter","Yes","Peanut butter",NA,1,"Hedgehog",TRUE,FALSE
7392209,"DOC 200",16278066,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15225099,"DOC 200",16278067,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7444188,"DOC 200",16279721,"Sprung","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,1,"Hedgehog",TRUE,FALSE
15743854,"DOC 250",16279799,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
7445462,"DOC 200",16280198,"Sprung","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,1,"Bird",TRUE,FALSE
7532675,"D-Rat",16314765,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
16289307,"D-Rat",16289308,"Initial set",NA,"Yes","Peanut butter",NA,0,"None",TRUE,FALSE
16289311,"Trapinator",16289312,"Initial set",NA,"Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15745638,"DOC 200",16336818,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
7531222,"D-Rat",16336860,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7531555,"D-Rat",16336866,"Sprung","Peanut butter","Yes","Peanut butter",NA,1,"Rat",TRUE,FALSE
8864154,"D-Rat",16336863,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8398104,"DOC 200",16336895,"Still set, bait missing","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
16287970,"D-Rat",16336945,"Sprung",NA,"Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15456938,"DOC 200",16337010,"Sprung","Peanut butter, Fresh Rabbit","Yes","Fresh meat, Peanut butter",NA,1,"Rat",TRUE,FALSE
7532216,"D-Rat",16337046,"Sprung","Peanut butter","Yes","Peanut butter",NA,1,"Rat",TRUE,FALSE
8398342,"DOC 200",16337292,"Still set, bait bad","None","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
16287740,"D-Rat",16337362,"Sprung",NA,"Yes","Peanut butter",NA,1,"Rat",TRUE,FALSE
16287511,"D-Rat",16337494,"Sprung",NA,"Yes","Peanut butter",NA,1,"Rat",TRUE,FALSE
15453403,"DOC 200",16337503,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Fresh meat, Peanut butter",NA,0,"None",TRUE,FALSE
15453619,"DOC 200",16337811,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Fresh meat, Peanut butter",NA,0,"None",TRUE,FALSE
15453875,"D-Rat",16337846,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15453879,"DOC 200",16337966,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Fresh meat, Peanut butter",NA,0,"None",TRUE,FALSE
15455045,"D-Rat",16338184,"Sprung","Peanut butter","Yes","Peanut butter",NA,1,"Mouse",TRUE,FALSE
15454974,"DOC 200",16338405,"Still set, bait bad","Fresh Rabbit","Yes","Fresh meat, Peanut butter",NA,0,"None",TRUE,FALSE
8860114,"D-Rat",16338722,"Still set, bait bad","None","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8860114,"D-Rat",16338723,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15455700,"D-Rat",16338580,"Sprung","Peanut butter","Yes","Peanut butter",NA,1,"Rat",TRUE,FALSE
7558457,"DOC 200",16339449,"Still set, bait bad","None","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
7531999,"DOC 200",16339462,"Still set, bait bad","Fresh Rabbit","Yes","Fresh meat, Peanut butter",NA,0,"None",TRUE,FALSE
7558389,"DOC 200",16339531,"Still set, bait bad","None","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
15244353,"D-Rat",16339528,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13243021,"D-Rat",16339554,"Sprung","Peanut butter","Yes","Peanut butter",NA,1,"Mouse",TRUE,FALSE
8859174,"D-Rat",16339632,"Still set, bait bad","None","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8859071,"D-Rat",16340005,"Still set, bait bad","None","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7532210,"D-Rat",16340072,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13308112,"Trapinator",16340169,"Still set, bait bad","Possum Dough","Yes","Peanut butter, Possum Dough",NA,0,"None",TRUE,FALSE
13243125,"Trapinator",16340176,"Still set, bait bad","None","Yes","Possum Dough, Peanut butter",NA,0,"None",TRUE,FALSE
13412027,"D-Rat",16340127,"Sprung","None","Yes","Peanut butter",NA,1,"Rat - Ship",TRUE,FALSE
7248403,"Trapinator",16340179,"Still set, bait bad","Possum Dough","Yes","Peanut butter, Possum Dough",NA,0,"None",TRUE,FALSE
13409550,"D-Rat",16340177,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7532043,"DOC 200",16340185,"Still set, bait bad","None","Yes","Peanut butter, Fresh meat",NA,0,"None",TRUE,FALSE
8856540,"D-Rat",16340357,"Sprung","None","Yes","Peanut butter",NA,1,"Weasel",TRUE,FALSE
7917275,"D-Rat",16341592,"Sprung","Peanut butter","Yes","Peanut butter",NA,1,"Rat",TRUE,FALSE
7917284,"D-Rat",16341198,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7504719,"DOC 200",16340477,"Still set, bait bad","Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
7915342,"DOC 250",16340522,"Still set, bait bad","None","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
10205711,"DOC 200",16340559,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
13410234,"DOC 200",16341202,"Still set, bait bad","Fresh Rabbit","Yes","Fresh meat, Peanut butter",NA,0,"None",TRUE,FALSE
10205653,"DOC 200",16340602,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
13307048,"Trapinator",16340612,"Still set, bait bad","Possum Dough","Yes","Peanut butter, Possum Dough",NA,0,"None",TRUE,FALSE
13307503,"D-Rat",16340608,"Sprung","Peanut butter","Yes","Peanut butter",NA,1,"Rat",TRUE,FALSE
13411344,"DOC 200",16341593,"Sprung","Fresh Rabbit","Yes","Peanut butter, Fresh meat",NA,1,"Rat",TRUE,FALSE
10653068,"DOC 200",16341121,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
13411002,"DOC 200",16341204,"Still set, bait bad","None","Yes","Fresh meat, Peanut butter",NA,0,"None",TRUE,FALSE
13306165,"DOC 250",16341282,"Still set, bait bad","Peanut butter","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
13408352,"D-Rat",16341279,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13410122,"Trapinator",16341216,"Still set, bait bad","Possum Dough","Yes","Peanut butter, Possum Dough",NA,0,"None",TRUE,FALSE
15921685,"DOC 200",16341364,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
8864011,"D-Rat",16341524,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7443228,"DOC 200",16341663,"Sprung","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,1,"Hedgehog",TRUE,FALSE
13672161,"D-Rat",16342052,"Still set, bait bad","Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
8863743,"D-Rat",16342252,"Still set, bait bad","None","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
8863885,"D-Rat",16342328,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13410352,"D-Rat",16342382,"Still set, bait missing","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13410242,"DOC 200",16342421,"Still set, bait bad","None","Yes","Fresh meat, Peanut butter",NA,0,"None",TRUE,FALSE
7442895,"DOC 200",16342420,"Sprung","Fresh Rabbit, Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,1,"Stoat",TRUE,FALSE
7442895,"DOC 200",16342489,"Sprung","Fresh Rabbit, Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,1,"Stoat",TRUE,FALSE
7442948,"DOC 200",16342579,"Still set, bait bad","Peanut butter, Fresh Rabbit","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
7442909,"DOC 200",16342581,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
8712345,"D-Rat",16342588,"Still set, bait bad","None","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7443056,"DOC 200",16342626,"Still set, bait bad","Fresh meat","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
7913625,"DOC 250",16342637,"Sprung","PoaUku, Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,1,"Hedgehog",TRUE,FALSE
15242383,"D-Rat",16342632,"Sprung","Peanut butter","Yes","Peanut butter",NA,1,"Rat",TRUE,FALSE
7443146,"DOC 200",16342677,"Sprung","Peanut butter, Fresh Rabbit","Yes","Peanut butter, Fresh Rabbit",NA,1,"Hedgehog",TRUE,FALSE
13241938,"D-Rat",16342696,"Still set, bait OK","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
13243331,"DOC 200",16343021,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
13242063,"D-Rat",16343114,"Still set, bait bad","Peanut butter","Yes","Peanut butter",NA,0,"None",TRUE,FALSE
7442648,"DOC 200",16343485,"Still set, bait bad","Fresh Rabbit, Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
7442767,"DOC 200",16343790,"Sprung","Peanut butter","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
7442911,"DOC 200",16343876,"Sprung","Fresh Rabbit, Peanut butter","Yes","Peanut butter, Fresh Rabbit",NA,1,"Hedgehog",TRUE,FALSE
16375567,"D-Rat",16375569,"Initial set",NA,"Yes","Peanut butter",NA,0,"None",TRUE,FALSE
16375954,"D-Rat",16375957,"Initial set",NA,"Yes","Peanut butter",NA,0,"None",TRUE,FALSE
16376672,"D-Rat",16376676,"Initial set",NA,"Yes","Peanut butter",NA,0,"None",TRUE,FALSE
15222714,"DOC 200",16426227,"Still set, bait bad","Fresh meat","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
15223252,"DOC 200",16426369,"Sprung","Fresh meat","Yes","Fresh Rabbit, Peanut butter",NA,1,"Mouse",TRUE,FALSE
15223390,"DOC 200",16426571,"Still set, bait bad","Fresh meat","Yes","Fresh Rabbit, Peanut butter",NA,0,"None",TRUE,FALSE
7916170,"DOC 250",16427416,"Still set, bait bad","Fresh meat","Yes","Peanut butter, Fresh Rabbit",NA,0,"None",TRUE,FALSE
